"","Catch_1830","Catch_1831","Catch_1832","Catch_1833","Catch_1834","Catch_1835","Catch_1836","Catch_1837","Catch_1838","Catch_1839","Catch_1840","Catch_1841","Catch_1842","Catch_1843","Catch_1844","Catch_1845","Catch_1846","Catch_1847","Catch_1848","Catch_1849","Catch_1850","Catch_1851","Catch_1852","Catch_1853","Catch_1854","Catch_1855","Catch_1856","Catch_1857","Catch_1858","Catch_1859","Catch_1860","Catch_1861","Catch_1862","Catch_1863","Catch_1864","Catch_1865","Catch_1866","Catch_1867","Catch_1868","Catch_1869","Catch_1870","Catch_1871","Catch_1872","Catch_1873","Catch_1874","Catch_1875","Catch_1876","Catch_1877","Catch_1878","Catch_1879","Catch_1880","Catch_1881","Catch_1882","Catch_1883","Catch_1884","Catch_1885","Catch_1886","Catch_1887","Catch_1888","Catch_1889","Catch_1890","Catch_1891","Catch_1892","Catch_1893","Catch_1894","Catch_1895","Catch_1896","Catch_1897","Catch_1898","Catch_1899","Catch_1900","Catch_1901","Catch_1902","Catch_1903","Catch_1904","Catch_1905","Catch_1906","Catch_1907","Catch_1908","Catch_1909","Catch_1910","Catch_1911","Catch_1912","Catch_1913","Catch_1914","Catch_1915","Catch_1916","Catch_1917","Catch_1918","Catch_1919","Catch_1920","Catch_1921","Catch_1922","Catch_1923","Catch_1924","Catch_1925","Catch_1926","Catch_1927","Catch_1928","Catch_1929","Catch_1930","Catch_1931","Catch_1932","Catch_1933","Catch_1934","Catch_1935","Catch_1936","Catch_1937","Catch_1938","Catch_1939","Catch_1940","Catch_1941","Catch_1942","Catch_1943","Catch_1944","Catch_1945","Catch_1946","Catch_1947","Catch_1948","Catch_1949","Catch_1950","Catch_1951","Catch_1952","Catch_1953","Catch_1954","Catch_1955","Catch_1956","Catch_1957","Catch_1958","Catch_1959","Catch_1960","Catch_1961","Catch_1962","Catch_1963","Catch_1964","Catch_1965","Catch_1966","Catch_1967","Catch_1968","Catch_1969","Catch_1970","Catch_1971","Catch_1972","Catch_1973","Catch_1974","Catch_1975","Catch_1976","Catch_1977","Catch_1978","Catch_1979","Catch_1980","Catch_1981","Catch_1982","Catch_1983","Catch_1984","Catch_1985","Catch_1986","Catch_1987","Catch_1988","Catch_1989","Catch_1990","Catch_1991","Catch_1992","Catch_1993","Catch_1994","Catch_1995","Catch_1996","Catch_1997","Catch_1998","Catch_1999","Catch_2000","Catch_2001","Catch_2002","Catch_2003","Catch_2004","Catch_2005","Catch_2006","Catch_2007","Catch_2008","Catch_2009","Catch_2010","Catch_2011","Catch_2012","Catch_2013","Catch_2014","Catch_2015","Catch_2016","Catch_2017","Catch_2018","Catch_2019","Catch_2020","Catch_2021","Catch_2022","Catch_2023","Catch_2024","Catch_2025","Catch_2026","Catch_2027","Catch_2028","Catch_2029","Catch_2030"
"1",658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,663.252669769488,663.252669769488,663.252669769488,663.252669769488,663.252669769488,663.252669769488,663.252669769488,663.252669769488,663.252669769488,663.252669769488,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,688.8834706255,688.8834706255,688.8834706255,688.8834706255,688.8834706255,688.8834706255,688.8834706255,688.8834706255,688.8834706255,688.8834706255,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,738.972421317969,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,658.562065691263,961.619153557641,961.619153557641,658.562065691263,1145.89392685026,1256.45879082584,904.261763414759,1949.50922748013,2571.34821567715,3851.96701039889,7033.05696748727,6053.44028242082,3032.35774916233,1105.66261951392,1265.36742303419,1820.23924039309,540.55331474988,206.811225342132,215.001215266248,196.573737936986,187.359999272355,92.1513664045004,455.582169287171,219.096210228307,355.254792716744,260.0321800907,7.16624118360196,0,19.4512260697768,52.2111857662429,109.541115235059,18.4274773292622,23.546221031835,135.134833747923,58.3536782093303,49.1399395446992,107.493617754029,247.747195204525,0,2.04749748102913,36.8549546585244,13.3087336266894,0,4.09499496205826,61.424924430874,243.652200242467,30.712462215437,35.8312059180098,49.1399395446992,84.971145462709,714.576620879167,46.0686933231555,34.8074571774952,143.324823672039,45.0449445826409,98.2798790893983,170.966039665933,62.4486731713885,16.3799798482331,15.3562311077185,27.6412159938933,13.3087336266894,24.5699697723496,12.2849848861748,0,53.2349345067574,0,193.488511957253,0,0,0,0,2.04749748102913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,344.946474860504,344.946474860504,344.946474860504,344.946474860504,344.946474860504,344.946474860504,344.946474860504,344.946474860504,344.946474860504,344.946474860504,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,370.023945464824,370.023945464824,370.023945464824,370.023945464824,370.023945464824,370.023945464824,370.023945464824,370.023945464824,370.023945464824,370.023945464824,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,419.031551417056,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,340.357133834877,604.008449322711,604.008449322711,340.357133834877,787.191570376647,897.101443009009,584.601295240125,1623.65666521829,2471.90139042432,3781.92216490957,6940.32664470263,5994.56685384207,2991.38135256337,1076.10005354388,1234.85875845729,1786.44348963081,514.33848231181,182.573496403015,190.714968449856,172.396656344463,163.237500291766,68.5928877472322,429.870709825829,194.785704473277,330.137677252019,258.491737487221,7.12378804098641,0,19.3359961112488,51.9018842986153,108.892188626507,18.3183121053936,23.4067321346696,134.334288772887,58.0079883337465,48.8488322810497,106.856820614796,246.279529416959,0,2.0353680117104,36.6366242107872,13.2298920761176,0,4.0707360234208,61.0610403513121,242.208793393538,30.530520175656,35.618940204932,48.8488322810497,84.4677724859817,710.343436086931,45.7957802634841,34.6012561990768,142.475760819728,44.7780962576289,97.6976645620993,169.953228977819,62.0787243571673,16.2829440936832,15.265260087828,27.4774681580904,13.2298920761176,24.4244161405248,12.2122080702624,0,52.9195683044705,0,192.342277106633,0,0,0,0,2.0353680117104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,535.705558308496,535.705558308496,535.705558308496,535.705558308496,535.705558308496,535.705558308496,535.705558308496,535.705558308496,535.705558308496,535.705558308496,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,562.150730831261,562.150730831261,562.150730831261,562.150730831261,562.150730831261,562.150730831261,562.150730831261,562.150730831261,562.150730831261,562.150730831261,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,613.831166022807,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,530.865918892565,827.485125202056,827.485125202056,530.865918892565,1010.73308074217,1120.68185406623,775.196526279381,1814.61965187079,2546.37976301866,3824.53526335791,6987.41765264634,6012.19081046081,3007.94238380042,1091.98320420881,1250.79809901024,1802.57805402546,530.022807219129,198.140398852037,206.284752431598,187.959956877587,178.797559100581,84.1194487381899,445.525138831188,210.356929221378,345.756807481572,258.583226151047,7.12630938211547,0,19.3428397514563,51.9202540696984,108.930729126622,18.3247955540112,23.4150165412365,134.381834062749,58.0285192543688,48.8661214773632,106.894640731732,246.366695781706,0,2.03608839489013,36.6495911080224,13.2345745667859,0,4.07217678978027,61.082651846704,242.294518991926,30.541325923352,35.6315469105773,48.8661214773632,84.4976683879405,710.594849816656,45.811988885028,34.6135027131323,142.526187642309,44.7939446875829,97.7322429547264,170.013380973326,62.1006960441491,16.2887071591211,15.270662961676,27.4871933310168,13.2345745667859,24.4330607386816,12.2165303693408,0,52.9382982671435,0,192.410353317118,0,0,0,0,2.03608839489013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,641.278916423129,641.278916423129,641.278916423129,641.278916423129,641.278916423129,641.278916423129,641.278916423129,641.278916423129,641.278916423129,641.278916423129,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,667.950407375472,667.950407375472,667.950407375472,667.950407375472,667.950407375472,667.950407375472,667.950407375472,667.950407375472,667.950407375472,667.950407375472,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,720.073124988221,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,636.39785925538,946.473148079356,946.473148079356,636.39785925538,1129.71725819357,1239.6637242621,880.723339407663,1920.12465288883,2576.46942488302,3841.35860429069,7005.54956643591,6019.92118699231,3015.7358039532,1099.81683042571,1258.62839252469,1810.39676853527,537.868226075459,205.992782201941,214.136964873684,195.812553862262,186.650348356552,91.9742247975421,453.372330856127,218.209056209555,353.606093127279,258.577799827833,7.12615983777492,0,19.3424338453891,51.9191645323601,108.92844323456,18.3244110114212,23.4145251812605,134.379014083756,58.0273015361672,48.8650960304566,106.892397566624,246.361525820219,0,2.03604566793569,36.6488220228425,13.234296841582,0,4.07209133587138,61.0813700380708,242.289434484347,30.5406850190354,35.6307991888746,48.8650960304566,84.4958952193312,710.579938109557,45.8110275285531,34.6127763549068,142.523196755498,44.7930046945852,97.7301920609132,170.00981327263,62.0993928720386,16.2883653434855,15.2703425095177,27.4866165171318,13.234296841582,24.4325480152283,12.2162740076142,0,52.937187366328,0,192.406315619923,0,0,0,0,2.03604566793569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,370.569369419683,370.569369419683,370.569369419683,370.569369419683,370.569369419683,370.569369419683,370.569369419683,370.569369419683,370.569369419683,370.569369419683,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,396.422690523658,396.422690523658,396.422690523658,396.422690523658,396.422690523658,396.422690523658,396.422690523658,396.422690523658,396.422690523658,396.422690523658,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,446.946501047113,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,365.838042681701,639.262539555808,639.262539555808,365.838042681701,822.240121059438,932.026669961615,609.808151353207,1647.69765532657,2491.66903400776,3790.31876789485,6946.20970218348,5990.81406267943,2990.99826813936,1077.86599930697,1236.44656994345,1787.41239869327,516.734749362504,185.342018417041,193.474355372758,175.176597222395,166.027718147214,71.489301037005,432.361753446942,197.540523850617,332.74062573941,258.201698344011,7.11579483625227,0,19.3143002698276,51.8436480926951,108.770006782713,18.297758150363,23.380468747686,134.183559769329,57.9429008094828,48.7940217343013,106.736922543784,246.003192910436,0,2.03308423892922,36.595516300726,13.2150475530399,0,4.06616847785844,60.9925271678766,241.937024432577,30.4962635839383,35.5789741812614,48.7940217343013,84.3729959155626,709.546399386298,45.7443953759075,34.5624320617967,142.315896725045,44.7278532564428,97.5880434686026,169.76253395059,62.0090692873412,16.2646739114338,15.2481317919692,27.4466372255445,13.2150475530399,24.3970108671506,12.1985054335753,0,52.8601902121597,0,192.126460578811,0,0,0,0,2.03308423892922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,701.848549871604,701.848549871604,701.848549871604,701.848549871604,701.848549871604,701.848549871604,701.848549871604,701.848549871604,701.848549871604,701.848549871604,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,728.612606966784,728.612606966784,728.612606966784,728.612606966784,728.612606966784,728.612606966784,728.612606966784,728.612606966784,728.612606966784,728.612606966784,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,780.916221812922,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,696.950552494708,1014.40939352974,1014.40939352974,696.950552494708,1197.45993820296,1307.29026500689,941.017945392336,1979.32131267766,2591.01359739997,3846.98315403918,7008.61922885913,6018.1045035362,3017.09251836578,1103.1973790602,1261.84118444366,1813.02671340414,541.842375395658,210.317500043046,218.4530798063,200.148025338978,190.995498105317,96.419383357486,457.435735351895,222.520869687927,357.77488325203,258.304657483324,7.1186322928475,0,19.3220019377289,51.8643209907461,108.813379333526,18.3050544673221,23.3897918193561,134.237066093696,57.9660058131868,48.8134785795257,106.779484392713,246.101287838442,0,2.03389494081357,36.6101089346443,13.2203171152882,0,4.06778988162714,61.0168482244072,242.033497956815,30.5084241122036,35.5931614642375,48.8134785795257,84.4066400437632,709.829334343937,45.7626361683054,34.5762139938307,142.37264585695,44.7456886978986,97.6269571590515,169.830227557933,62.0337956948139,16.2711595265086,15.2542120561018,27.4575817009832,13.2203171152882,24.4067392897629,12.2033696448814,0,52.8812684611529,0,192.203071906883,0,0,0,0,2.03389494081357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,566.72211901792,566.72211901792,566.72211901792,566.72211901792,566.72211901792,566.72211901792,566.72211901792,566.72211901792,566.72211901792,566.72211901792,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,592.290260811529,592.290260811529,592.290260811529,592.290260811529,592.290260811529,592.290260811529,592.290260811529,592.290260811529,592.290260811529,592.290260811529,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,642.25676013368,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,562.042981957652,854.098839881683,854.098839881683,562.042981957652,1037.1605975895,1146.9976522142,806.125325568079,1844.49229567744,2534.25450615988,3815.30119144894,6974.53210927781,6007.15659941608,3005.96078277287,1091.9484049611,1250.60192830788,1801.82122096143,530.559014657122,199.013831252959,207.149909373306,188.843733602524,179.690645717133,85.1087375680929,446.147204158516,211.21794843348,346.480247184258,258.320480321035,7.11906835530412,0,19.3231855358255,51.8674980172157,108.820044859649,18.306175770782,23.3912245959992,134.245288985735,57.9695566074764,48.8164687220854,106.786025329562,246.116363140514,0,2.03401953008689,36.612351541564,13.2211269455648,0,4.06803906017378,61.0205859026067,242.04832408034,30.5102929513034,35.5953417765206,48.8164687220854,84.411810498606,709.872816000325,45.765439426955,34.5783320114772,142.381367106082,44.7484296619116,97.6329374441708,169.840630762255,62.0375956676502,16.2721562406951,15.2551464756517,27.459263656173,13.2211269455648,24.4082343610427,12.2041171805213,0,52.8845077822592,0,192.214845593211,0,0,0,0,2.03401953008689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,650.198090086262,650.198090086262,650.198090086262,650.198090086262,650.198090086262,650.198090086262,650.198090086262,650.198090086262,650.198090086262,650.198090086262,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,677.466253611607,677.466253611607,677.466253611607,677.466253611607,677.466253611607,677.466253611607,677.466253611607,677.466253611607,677.466253611607,677.466253611607,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,730.75501762519,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,645.207837937833,961.633178846613,961.633178846613,645.207837937833,1144.94097844254,1254.92565820009,889.618237399066,1929.38081177373,2591.33878184172,3850.52955653533,7016.45930684055,6023.44968626396,3018.22014955521,1101.63526711337,1260.50202676317,1812.46217887979,539.491348352534,207.500555751025,215.6475690664,197.316789106807,188.151399127011,93.4423693357832,454.966085205524,219.721075724087,355.165172092187,258.667672763139,7.12863665095264,0,19.3491566240143,51.9372098855121,108.966303093133,18.3307799595925,23.4226632817015,134.425719703678,58.0474698720429,48.8820798922467,106.92954976429,246.447152790077,0,2.03675332884361,36.661559919185,13.2388966374835,0,4.07350665768722,61.1025998653083,242.37364613239,30.5512999326542,35.6431832547632,48.8820798922467,84.5252631470099,710.82691176642,45.8269498989813,34.6248065903414,142.572733019053,44.8085732345595,97.7641597844934,170.068902958442,62.1209765297302,16.2940266307489,15.2756499663271,27.4961699393888,13.2388966374835,24.4410399461233,12.2205199730617,0,52.9555865499339,0,192.473189575721,0,0,0,0,2.03675332884361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,682.884623642135,682.884623642135,682.884623642135,682.884623642135,682.884623642135,682.884623642135,682.884623642135,682.884623642135,682.884623642135,682.884623642135,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,708.918685911085,708.918685911085,708.918685911085,708.918685911085,708.918685911085,708.918685911085,708.918685911085,708.918685911085,708.918685911085,708.918685911085,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,759.795709560862,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,678.120220089648,986.93967499656,986.93967499656,678.120220089648,1170.79472516225,1281.10775526166,923.260286977228,1966.12698819481,2579.93714630089,3851.29390631448,7025.79839659615,6041.8030560314,3027.60165025953,1105.29495908275,1264.63600255968,1818.24398694746,541.472805241314,208.490881052351,216.66221661527,198.276711598702,189.083959090417,94.0921831714799,456.695198776026,220.74788439673,356.596338130264,259.439904122689,7.14991861755443,0,19.4069219619334,52.0922642136108,109.291613154046,18.3855050165685,23.4925897433931,134.827036788169,58.2207658858003,49.0280133775161,107.248779263316,247.18290077831,0,2.04283389072984,36.7710100331371,13.2784202897439,0,4.08566778145967,61.2850167218951,243.097232996851,30.6425083609475,35.7495930877721,49.0280133775161,84.7776064652882,712.949027864713,45.9637625414213,34.7281761424072,142.998372351089,44.9423455960564,98.0560267550321,170.576629875941,62.30643366726,16.3426711258387,15.3212541804738,27.5782575248528,13.2784202897439,24.514006688758,12.257003344379,0,53.1136811589758,0,193.04780267397,0,0,0,0,2.04283389072984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,235.86758756248,235.86758756248,235.86758756248,235.86758756248,235.86758756248,235.86758756248,235.86758756248,235.86758756248,235.86758756248,235.86758756248,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,260.905297029265,260.905297029265,260.905297029265,260.905297029265,260.905297029265,260.905297029265,260.905297029265,260.905297029265,260.905297029265,260.905297029265,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,309.835199843441,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,231.285523084899,482.785730430284,482.785730430284,231.285523084899,666.475229737392,776.688929321657,476.204855494376,1518.13251545303,2449.89474598481,3776.20381357897,6942.0240257751,6003.12699203787,2991.63970061966,1071.06393564201,1230.26150170817,1783.37099406624,507.749471100209,175.067377910668,183.231355657651,164.86240572694,155.677930761584,60.7716894529116,423.048201975264,187.313344531142,323.039474574728,259.206293466697,7.14348052860977,0,19.3894471490837,52.045358137014,109.193202365892,18.3689499307108,23.471436022575,134.705632825213,58.168341447251,48.9838664818956,107.152207929147,246.960326846224,0,2.04099443674565,36.7378998614217,13.2664638388467,0,4.0819888734913,61.2298331023695,242.878337972732,30.6149165511847,35.7174026430489,48.9838664818956,84.7012691249444,712.307058424232,45.9223748267771,34.696905424676,142.869610572195,44.9018776084043,97.9677329637911,170.423035468262,62.2503303207423,16.3279554939652,15.3074582755924,27.5534248960663,13.2664638388467,24.4919332409478,12.2459666204739,0,53.0658553553869,0,192.873974272464,0,0,0,0,2.04099443674565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
